UTMx512,UTMy361,Z,Longitude,Latitude,Elevation
-3867.026,-3324.605,1156.450,-121.955,45.214,1156.450
-3839.985,-3324.710,1146.523,-121.952,45.214,1146.523
-3813.112,-3324.814,1151.578,-121.950,45.214,1151.578
-3786.239,-3324.916,1179.420,-121.948,45.214,1179.420
-3759.366,-3325.019,1171.111,-121.946,45.214,1171.111
-3732.325,-3325.121,1143.801,-121.944,45.214,1143.801
-3705.284,-3325.222,1165.259,-121.941,45.214,1165.259
-3678.411,-3325.322,1222.067,-121.939,45.214,1222.067
-3651.370,-3325.422,1294.047,-121.937,45.214,1294.047
-3624.497,-3325.520,1381.185,-121.935,45.214,1381.185
-3597.624,-3325.618,1412.193,-121.933,45.214,1412.193
-3570.583,-3325.716,1354.339,-121.930,45.214,1354.339
-3543.710,-3325.812,1267.693,-121.928,45.214,1267.693
-3516.669,-3325.908,1196.025,-121.926,45.214,1196.025
-3489.796,-3326.003,1145.182,-121.924,45.214,1145.182
-3462.755,-3326.098,1135.916,-121.922,45.214,1135.916
-3435.882,-3326.191,1105.670,-121.919,45.214,1105.670
-3409.009,-3326.284,1079.726,-121.917,45.214,1079.726
-3381.968,-3326.376,1065.160,-121.915,45.214,1065.160
-3354.927,-3326.468,1059.266,-121.913,45.214,1059.266
-3328.054,-3326.559,1062.075,-121.911,45.214,1062.075
-3301.181,-3326.648,1090.030,-121.908,45.214,1090.030
-3274.140,-3326.738,1140.180,-121.906,45.214,1140.180
-3247.267,-3326.826,1153.747,-121.904,45.214,1153.747
-3220.226,-3326.914,1094.974,-121.902,45.214,1094.974
-3193.353,-3327.001,1023.158,-121.900,45.214,1023.158
-3166.312,-3327.088,971.946,-121.898,45.214,971.946
-3139.439,-3327.173,938.563,-121.895,45.214,938.563
-3112.566,-3327.258,947.879,-121.893,45.214,947.879
-3085.525,-3327.342,980.628,-121.891,45.214,980.628
-3058.652,-3327.425,1029.636,-121.889,45.214,1029.636
-3031.611,-3327.508,1078.800,-121.887,45.214,1078.800
-3004.738,-3327.590,1117.554,-121.884,45.214,1117.554
-2977.698,-3327.671,1111.945,-121.882,45.214,1111.945
-2950.824,-3327.752,1100.701,-121.880,45.214,1100.701
-2923.951,-3327.831,1106.365,-121.878,45.214,1106.365
-2896.910,-3327.911,1120.545,-121.876,45.214,1120.545
-2869.869,-3327.989,1102.979,-121.873,45.214,1102.979
-2842.997,-3328.066,1074.016,-121.871,45.214,1074.016
-2816.124,-3328.143,1026.430,-121.869,45.214,1026.430
-2789.083,-3328.219,991.670,-121.867,45.214,991.670
-2762.209,-3328.294,965.095,-121.865,45.214,965.095
-2735.168,-3328.369,924.665,-121.862,45.214,924.665
-2708.295,-3328.443,872.403,-121.860,45.214,872.403
-2681.255,-3328.517,836.667,-121.858,45.214,836.667
-2654.382,-3328.589,830.471,-121.856,45.214,830.471
-2627.509,-3328.660,838.492,-121.854,45.214,838.492
-2600.468,-3328.731,841.496,-121.852,45.214,841.496
-2573.594,-3328.802,863.963,-121.849,45.214,863.963
-2546.553,-3328.871,900.224,-121.847,45.214,900.224
-2519.680,-3328.940,921.932,-121.845,45.214,921.932
-2492.639,-3329.008,939.718,-121.843,45.214,939.718
-2465.766,-3329.075,957.955,-121.841,45.214,957.955
-2438.894,-3329.142,972.617,-121.838,45.214,972.617
-2411.853,-3329.208,978.078,-121.836,45.214,978.078
-2384.812,-3329.273,985.816,-121.834,45.214,985.816
-2357.938,-3329.337,999.484,-121.832,45.214,999.484
-2331.065,-3329.401,1012.352,-121.830,45.214,1012.352
-2304.025,-3329.464,1015.049,-121.827,45.214,1015.049
-2277.152,-3329.526,1013.865,-121.825,45.214,1013.865
-2250.111,-3329.588,1012.748,-121.823,45.214,1012.748
-2223.238,-3329.648,1012.817,-121.821,45.214,1012.817
-2196.197,-3329.708,1012.302,-121.819,45.214,1012.302
-2169.324,-3329.767,1010.312,-121.816,45.214,1010.312
-2142.450,-3329.826,1021.863,-121.814,45.214,1021.863
-2115.410,-3329.884,1027.984,-121.812,45.214,1027.984
-2088.537,-3329.941,1015.065,-121.810,45.214,1015.065
-2061.496,-3329.997,1005.218,-121.808,45.214,1005.218
-2034.623,-3330.052,999.414,-121.805,45.214,999.414
-2007.582,-3330.108,998.353,-121.803,45.214,998.353
-1980.709,-3330.162,1005.414,-121.801,45.214,1005.414
-1953.836,-3330.215,1014.403,-121.799,45.214,1014.403
-1926.795,-3330.268,1020.384,-121.797,45.214,1020.384
-1899.754,-3330.320,1023.999,-121.795,45.214,1023.999
-1872.881,-3330.371,1001.857,-121.792,45.214,1001.857
-1846.008,-3330.421,976.862,-121.790,45.214,976.862
-1818.967,-3330.471,959.411,-121.788,45.214,959.411
-1792.094,-3330.520,958.446,-121.786,45.214,958.446
-1765.053,-3330.569,966.132,-121.784,45.214,966.132
-1738.180,-3330.616,967.372,-121.781,45.214,967.372
-1711.139,-3330.663,974.750,-121.779,45.214,974.750
-1684.266,-3330.709,980.340,-121.777,45.214,980.340
-1657.393,-3330.754,1005.143,-121.775,45.214,1005.143
-1630.352,-3330.799,1008.806,-121.773,45.214,1008.806
-1603.311,-3330.843,1011.876,-121.770,45.214,1011.876
-1576.438,-3330.886,1027.435,-121.768,45.214,1027.435
-1549.565,-3330.928,1034.904,-121.766,45.214,1034.904
-1522.524,-3330.970,1037.002,-121.764,45.214,1037.002
-1495.651,-3331.011,1033.897,-121.762,45.214,1033.897
-1468.610,-3331.052,1028.870,-121.759,45.214,1028.870
-1441.737,-3331.091,1025.080,-121.757,45.214,1025.080
-1414.696,-3331.130,1023.905,-121.755,45.214,1023.905
-1387.823,-3331.168,1021.878,-121.753,45.214,1021.878
-1360.950,-3331.205,1020.212,-121.751,45.214,1020.212
-1333.909,-3331.242,1021.767,-121.748,45.214,1021.767
-1307.036,-3331.278,1023.642,-121.746,45.214,1023.642
-1279.995,-3331.313,1025.685,-121.744,45.214,1025.685
-1253.122,-3331.347,1026.475,-121.742,45.214,1026.475
-1226.081,-3331.381,1026.101,-121.740,45.214,1026.101
-1199.208,-3331.414,1033.646,-121.738,45.214,1033.646
-1172.335,-3331.446,1047.576,-121.735,45.214,1047.576
-1145.294,-3331.477,1064.672,-121.733,45.214,1064.672
-1118.253,-3331.508,1090.423,-121.731,45.214,1090.423
-1091.380,-3331.538,1119.007,-121.729,45.214,1119.007
-1064.507,-3331.567,1147.344,-121.727,45.214,1147.344
-1037.466,-3331.596,1183.085,-121.724,45.214,1183.085
-1010.593,-3331.624,1233.963,-121.722,45.214,1233.963
-983.552,-3331.651,1278.512,-121.720,45.214,1278.512
-956.679,-3331.677,1308.229,-121.718,45.214,1308.229
-929.638,-3331.703,1335.645,-121.716,45.214,1335.645
-902.765,-3331.728,1357.927,-121.713,45.214,1357.927
-875.892,-3331.751,1362.912,-121.711,45.214,1362.912
-848.851,-3331.775,1347.972,-121.709,45.214,1347.972
-821.978,-3331.798,1332.957,-121.707,45.214,1332.957
-794.937,-3331.820,1333.001,-121.705,45.214,1333.001
-767.896,-3331.841,1341.454,-121.702,45.214,1341.454
-741.023,-3331.862,1313.656,-121.700,45.214,1313.656
-714.150,-3331.881,1228.765,-121.698,45.214,1228.765
-687.277,-3331.900,1201.901,-121.696,45.214,1201.901
-660.236,-3331.918,1200.110,-121.694,45.214,1200.110
-633.195,-3331.936,1179.741,-121.692,45.214,1179.741
-606.322,-3331.953,1173.475,-121.689,45.214,1173.475
-579.449,-3331.969,1186.860,-121.687,45.214,1186.860
-552.408,-3331.984,1210.575,-121.685,45.214,1210.575
-525.535,-3331.999,1246.663,-121.683,45.214,1246.663
-498.494,-3332.013,1296.214,-121.681,45.214,1296.214
-471.621,-3332.026,1362.025,-121.678,45.214,1362.025
-444.580,-3332.038,1432.168,-121.676,45.214,1432.168
-417.707,-3332.050,1497.295,-121.674,45.214,1497.295
-390.834,-3332.061,1549.190,-121.672,45.214,1549.190
-363.793,-3332.072,1571.286,-121.670,45.214,1571.286
-336.920,-3332.081,1561.151,-121.667,45.214,1561.151
-309.879,-3332.090,1542.603,-121.665,45.214,1542.603
-282.838,-3332.098,1532.091,-121.663,45.214,1532.091
-255.965,-3332.105,1512.737,-121.661,45.214,1512.737
-229.092,-3332.112,1496.278,-121.659,45.214,1496.278
-202.219,-3332.118,1481.717,-121.656,45.214,1481.717
-175.178,-3332.123,1448.902,-121.654,45.214,1448.902
-148.137,-3332.127,1411.117,-121.652,45.214,1411.117
-121.264,-3332.131,1388.652,-121.650,45.214,1388.652
-94.223,-3332.134,1371.391,-121.648,45.214,1371.391
-67.350,-3332.136,1345.132,-121.645,45.214,1345.132
-40.477,-3332.137,1333.997,-121.643,45.214,1333.997
-13.437,-3332.138,1325.664,-121.641,45.214,1325.664
13.437,-3332.138,1296.401,-121.639,45.214,1296.401
40.477,-3332.137,1258.694,-121.637,45.214,1258.694
67.350,-3332.136,1227.434,-121.635,45.214,1227.434
94.223,-3332.134,1202.884,-121.632,45.214,1202.884
121.264,-3332.131,1187.352,-121.630,45.214,1187.352
148.137,-3332.127,1181.141,-121.628,45.214,1181.141
175.178,-3332.123,1172.111,-121.626,45.214,1172.111
202.219,-3332.118,1140.573,-121.624,45.214,1140.573
229.092,-3332.112,1085.563,-121.621,45.214,1085.563
255.965,-3332.105,1012.195,-121.619,45.214,1012.195
283.006,-3332.098,958.107,-121.617,45.214,958.107
309.879,-3332.090,929.434,-121.615,45.214,929.434
336.920,-3332.081,913.936,-121.613,45.214,913.936
363.793,-3332.072,907.424,-121.610,45.214,907.424
390.834,-3332.061,904.150,-121.608,45.214,904.150
417.707,-3332.050,903.314,-121.606,45.214,903.314
444.580,-3332.038,905.261,-121.604,45.214,905.261
471.621,-3332.026,911.692,-121.602,45.214,911.692
498.662,-3332.013,931.232,-121.599,45.214,931.232
525.535,-3331.999,966.643,-121.597,45.214,966.643
552.408,-3331.984,1019.497,-121.595,45.214,1019.497
579.449,-3331.969,1096.177,-121.593,45.214,1096.177
606.322,-3331.953,1180.543,-121.591,45.214,1180.543
633.363,-3331.936,1262.653,-121.588,45.214,1262.653
660.236,-3331.918,1313.229,-121.586,45.214,1313.229
687.277,-3331.900,1336.025,-121.584,45.214,1336.025
714.150,-3331.881,1337.188,-121.582,45.214,1337.188
741.023,-3331.862,1329.376,-121.580,45.214,1329.376
768.064,-3331.841,1329.641,-121.578,45.214,1329.641
794.937,-3331.820,1334.963,-121.575,45.214,1334.963
821.978,-3331.798,1332.735,-121.573,45.214,1332.735
848.851,-3331.775,1311.169,-121.571,45.214,1311.169
875.892,-3331.751,1275.099,-121.569,45.214,1275.099
902.765,-3331.728,1249.813,-121.567,45.214,1249.813
929.638,-3331.703,1254.998,-121.564,45.214,1254.998
956.679,-3331.677,1266.772,-121.562,45.214,1266.772
983.720,-3331.651,1272.132,-121.560,45.214,1272.132
1010.593,-3331.624,1262.751,-121.558,45.214,1262.751
1037.466,-3331.596,1248.872,-121.556,45.214,1248.872
1064.507,-3331.567,1250.662,-121.553,45.214,1250.662
1091.380,-3331.538,1250.887,-121.551,45.214,1250.887
1118.421,-3331.508,1211.057,-121.549,45.214,1211.057
1145.294,-3331.477,1166.144,-121.547,45.214,1166.144
1172.335,-3331.446,1135.809,-121.545,45.214,1135.809
1199.208,-3331.414,1119.385,-121.542,45.214,1119.385
1226.081,-3331.381,1116.825,-121.540,45.214,1116.825
1253.122,-3331.347,1147.125,-121.538,45.214,1147.125
1279.995,-3331.313,1188.731,-121.536,45.214,1188.731
1307.036,-3331.278,1226.006,-121.534,45.214,1226.006
1333.909,-3331.242,1249.206,-121.532,45.214,1249.206
1360.950,-3331.205,1247.856,-121.529,45.214,1247.856
1387.823,-3331.168,1229.743,-121.527,45.214,1229.743
1414.696,-3331.130,1208.561,-121.525,45.214,1208.561
1441.737,-3331.091,1198.552,-121.523,45.214,1198.552
1468.778,-3331.051,1194.427,-121.521,45.214,1194.427
1495.651,-3331.011,1195.608,-121.518,45.214,1195.608
1522.524,-3330.970,1197.156,-121.516,45.214,1197.156
1549.565,-3330.928,1190.184,-121.514,45.214,1190.184
1576.438,-3330.886,1169.367,-121.512,45.214,1169.367
1603.479,-3330.843,1146.607,-121.510,45.214,1146.607
1630.352,-3330.799,1128.773,-121.507,45.214,1128.773
1657.393,-3330.754,1122.036,-121.505,45.214,1122.036
1684.266,-3330.709,1124.759,-121.503,45.214,1124.759
1711.139,-3330.663,1126.887,-121.501,45.214,1126.887
1738.180,-3330.616,1128.160,-121.499,45.214,1128.160
1765.053,-3330.569,1121.933,-121.496,45.214,1121.933
1792.094,-3330.520,1115.114,-121.494,45.214,1115.114
1818.967,-3330.471,1107.683,-121.492,45.214,1107.683
1846.008,-3330.421,1098.994,-121.490,45.214,1098.994
1872.881,-3330.371,1089.013,-121.488,45.214,1089.013
1899.754,-3330.320,1077.565,-121.485,45.214,1077.565
1926.795,-3330.268,1063.012,-121.483,45.214,1063.012
1953.836,-3330.215,1047.831,-121.481,45.214,1047.831
1980.709,-3330.162,1027.613,-121.479,45.214,1027.613
2007.582,-3330.108,1011.134,-121.477,45.214,1011.134
2034.623,-3330.052,993.745,-121.475,45.214,993.745
2061.496,-3329.997,977.689,-121.472,45.214,977.689
2088.537,-3329.941,968.158,-121.470,45.214,968.158
2115.410,-3329.884,958.324,-121.468,45.214,958.324
2142.450,-3329.826,947.522,-121.466,45.214,947.522
2169.324,-3329.767,939.484,-121.464,45.214,939.484
2196.197,-3329.708,934.997,-121.461,45.214,934.997
2223.238,-3329.648,929.372,-121.459,45.214,929.372
2250.111,-3329.588,919.377,-121.457,45.214,919.377
2277.152,-3329.526,910.965,-121.455,45.214,910.965
2304.025,-3329.464,900.624,-121.453,45.214,900.624
2331.065,-3329.401,885.421,-121.450,45.214,885.421
2357.938,-3329.337,869.709,-121.448,45.214,869.709
2384.812,-3329.273,856.409,-121.446,45.214,856.409
2411.853,-3329.208,840.981,-121.444,45.214,840.981
2438.894,-3329.142,828.295,-121.442,45.214,828.295
2465.766,-3329.075,818.724,-121.439,45.214,818.724
2492.639,-3329.008,812.040,-121.437,45.214,812.040
2519.680,-3328.940,807.741,-121.435,45.214,807.741
2546.553,-3328.871,806.172,-121.433,45.214,806.172
2573.594,-3328.802,804.708,-121.431,45.214,804.708
2600.468,-3328.731,797.752,-121.428,45.214,797.752
2627.509,-3328.660,776.015,-121.426,45.214,776.015
2654.382,-3328.589,771.387,-121.424,45.214,771.387
2681.255,-3328.517,797.258,-121.422,45.214,797.258
2708.295,-3328.443,796.046,-121.420,45.214,796.046
2735.336,-3328.369,789.317,-121.418,45.214,789.317
2762.209,-3328.294,780.215,-121.415,45.214,780.215
2789.083,-3328.219,772.526,-121.413,45.214,772.526
2816.124,-3328.143,768.639,-121.411,45.214,768.639
2842.997,-3328.066,764.969,-121.409,45.214,764.969
2870.037,-3327.989,760.477,-121.407,45.214,760.477
2896.910,-3327.911,752.963,-121.404,45.214,752.963
2923.951,-3327.831,745.918,-121.402,45.214,745.918
2950.824,-3327.752,730.083,-121.400,45.214,730.083
2977.698,-3327.671,713.019,-121.398,45.214,713.019
3004.738,-3327.590,702.579,-121.396,45.214,702.579
3031.611,-3327.508,696.205,-121.393,45.214,696.205
3058.652,-3327.425,690.310,-121.391,45.214,690.310
3085.693,-3327.342,683.782,-121.389,45.214,683.782
3112.566,-3327.258,681.070,-121.387,45.214,681.070
3139.439,-3327.173,679.496,-121.385,45.214,679.496
3166.312,-3327.088,677.628,-121.382,45.214,677.628
3193.353,-3327.001,681.401,-121.380,45.214,681.401
3220.394,-3326.914,686.042,-121.378,45.214,686.042
3247.267,-3326.826,686.716,-121.376,45.214,686.716
3274.140,-3326.738,683.131,-121.374,45.214,683.131
3301.181,-3326.648,677.182,-121.372,45.214,677.182
3328.054,-3326.559,665.566,-121.369,45.214,665.566
3355.095,-3326.468,654.753,-121.367,45.214,654.753
3381.968,-3326.376,649.128,-121.365,45.214,649.128
3409.009,-3326.284,654.727,-121.363,45.214,654.727
3435.882,-3326.191,657.470,-121.361,45.214,657.470
3462.755,-3326.098,655.601,-121.358,45.214,655.601
3489.796,-3326.003,653.246,-121.356,45.214,653.246
3516.669,-3325.908,650.858,-121.354,45.214,650.858
3543.710,-3325.812,648.375,-121.352,45.214,648.375
3570.751,-3325.715,645.974,-121.350,45.214,645.974
3597.624,-3325.618,643.638,-121.347,45.214,643.638
3624.497,-3325.520,641.691,-121.345,45.214,641.691
3651.370,-3325.422,639.165,-121.343,45.214,639.165
3678.411,-3325.322,636.744,-121.341,45.214,636.744
3705.452,-3325.221,635.508,-121.339,45.214,635.508
3732.325,-3325.121,634.518,-121.336,45.214,634.518
3759.366,-3325.019,634.141,-121.334,45.214,634.141
3786.239,-3324.916,633.437,-121.332,45.214,633.437
3813.112,-3324.814,631.584,-121.330,45.214,631.584
3840.153,-3324.709,628.914,-121.328,45.214,628.914
3867.026,-3324.605,624.628,-121.325,45.214,624.628
3894.067,-3324.499,620.094,-121.323,45.214,620.094
3920.940,-3324.393,614.485,-121.321,45.214,614.485
3947.813,-3324.287,605.409,-121.319,45.214,605.409
3974.854,-3324.179,595.250,-121.317,45.214,595.250
4001.727,-3324.071,589.667,-121.315,45.214,589.667
4028.768,-3323.962,584.561,-121.312,45.214,584.561
4055.809,-3323.852,578.033,-121.310,45.214,578.033
4082.682,-3323.741,570.047,-121.308,45.214,570.047
4109.555,-3323.630,568.460,-121.306,45.214,568.460
4136.428,-3323.519,566.296,-121.304,45.214,566.296
4163.469,-3323.406,564.361,-121.301,45.214,564.361
4190.510,-3323.292,563.351,-121.299,45.214,563.351
4217.383,-3323.178,563.119,-121.297,45.214,563.119
4244.424,-3323.063,561.922,-121.295,45.214,561.922
4271.297,-3322.948,557.870,-121.293,45.214,557.870
4298.169,-3322.832,553.813,-121.290,45.214,553.813
4325.210,-3322.714,554.961,-121.288,45.214,554.961
4352.084,-3322.597,554.382,-121.286,45.214,554.382
4379.125,-3322.478,553.166,-121.284,45.214,553.166
4405.998,-3322.359,550.710,-121.282,45.214,550.710
4433.039,-3322.238,547.473,-121.279,45.214,547.473
4459.912,-3322.118,546.372,-121.277,45.214,546.372
4486.785,-3321.997,546.498,-121.275,45.214,546.498
4513.826,-3321.874,546.474,-121.273,45.214,546.474
4540.867,-3321.751,545.406,-121.271,45.214,545.406
4567.740,-3321.628,543.496,-121.268,45.214,543.496
4594.612,-3321.503,540.891,-121.266,45.214,540.891
4621.486,-3321.379,538.261,-121.264,45.214,538.261
4648.527,-3321.252,536.362,-121.262,45.214,536.362
4675.567,-3321.126,535.134,-121.260,45.214,535.134
4702.440,-3320.999,534.461,-121.258,45.214,534.461
4729.481,-3320.870,533.549,-121.255,45.214,533.549
4756.354,-3320.742,532.428,-121.253,45.214,532.428
4783.227,-3320.613,530.284,-121.251,45.214,530.284
4810.269,-3320.482,525.705,-121.249,45.214,525.705
4837.142,-3320.351,520.921,-121.247,45.214,520.921
4864.182,-3320.219,523.034,-121.244,45.214,523.034
4891.056,-3320.087,524.790,-121.242,45.214,524.790
4918.096,-3319.953,524.636,-121.240,45.214,524.636
4944.969,-3319.820,524.471,-121.238,45.214,524.471
4972.010,-3319.685,524.723,-121.236,45.214,524.723
4998.883,-3319.550,525.343,-121.233,45.214,525.343
5025.924,-3319.413,525.654,-121.231,45.214,525.654
5052.797,-3319.277,524.460,-121.229,45.214,524.460
5079.670,-3319.140,523.726,-121.227,45.214,523.726
5106.711,-3319.001,522.444,-121.225,45.214,522.444
5133.584,-3318.862,519.966,-121.222,45.214,519.966
5160.625,-3318.722,517.109,-121.220,45.214,517.109
5187.499,-3318.582,514.539,-121.218,45.214,514.539
5214.539,-3318.440,511.484,-121.216,45.214,511.484
5241.412,-3318.299,507.691,-121.214,45.214,507.691
5268.286,-3318.156,505.295,-121.212,45.214,505.295
5295.326,-3318.012,507.521,-121.209,45.214,507.521
5322.367,-3317.868,506.566,-121.207,45.214,506.566
5349.240,-3317.724,495.343,-121.205,45.214,495.343
5376.113,-3317.578,462.141,-121.203,45.214,462.141
5403.154,-3317.431,399.249,-121.201,45.214,399.249
5430.027,-3317.285,392.865,-121.198,45.214,392.865
5457.068,-3317.136,478.980,-121.196,45.214,478.980
5483.941,-3316.988,516.446,-121.194,45.214,516.446
5510.982,-3316.839,515.658,-121.192,45.214,515.658
5537.855,-3316.689,512.991,-121.190,45.214,512.991
5564.728,-3316.539,511.427,-121.187,45.214,511.427
5591.769,-3316.387,510.764,-121.185,45.214,510.764
5618.642,-3316.235,510.975,-121.183,45.214,510.975
5645.683,-3316.082,511.732,-121.181,45.214,511.732
5672.556,-3315.928,512.069,-121.179,45.214,512.069
5699.597,-3315.773,510.914,-121.176,45.214,510.914
5726.470,-3315.619,510.785,-121.174,45.214,510.785
5753.342,-3315.463,512.526,-121.172,45.214,512.526
5780.384,-3315.306,512.617,-121.170,45.214,512.617
5807.425,-3315.148,511.023,-121.168,45.214,511.023
5834.298,-3314.991,509.613,-121.165,45.214,509.613
5861.170,-3314.833,508.716,-121.163,45.214,508.716
5888.211,-3314.672,498.530,-121.161,45.214,498.530
5915.085,-3314.512,508.392,-121.159,45.214,508.392
5942.126,-3314.351,510.936,-121.157,45.214,510.936
5968.999,-3314.190,510.587,-121.155,45.214,510.587
5996.040,-3314.027,509.307,-121.152,45.214,509.307
6022.913,-3313.864,507.291,-121.150,45.214,507.291
6049.785,-3313.701,506.100,-121.148,45.214,506.100
6076.827,-3313.535,507.648,-121.146,45.214,507.648
6103.700,-3313.371,509.723,-121.144,45.214,509.723
6130.741,-3313.204,510.254,-121.141,45.214,510.254
6157.613,-3313.038,508.089,-121.139,45.214,508.089
6184.654,-3312.869,507.068,-121.137,45.214,507.068
6211.528,-3312.702,506.838,-121.135,45.214,506.838
6238.400,-3312.533,506.638,-121.133,45.214,506.638
6265.441,-3312.363,506.322,-121.130,45.214,506.322
6292.482,-3312.192,505.823,-121.128,45.214,505.823
6319.355,-3312.021,505.387,-121.126,45.214,505.387
6346.229,-3311.849,505.154,-121.124,45.214,505.154
6373.270,-3311.676,505.077,-121.122,45.214,505.077
6400.143,-3311.503,505.591,-121.119,45.214,505.591
6427.183,-3311.329,505.820,-121.117,45.214,505.820
6454.056,-3311.154,505.912,-121.115,45.214,505.912
6481.098,-3310.978,505.383,-121.113,45.214,505.383
6507.970,-3310.802,504.519,-121.111,45.214,504.519
6534.844,-3310.625,504.672,-121.108,45.214,504.672
6561.884,-3310.447,504.662,-121.106,45.214,504.662
6588.757,-3310.269,502.173,-121.104,45.214,502.173
6615.798,-3310.089,499.769,-121.102,45.214,499.769
6642.671,-3309.910,498.659,-121.100,45.214,498.659
6669.712,-3309.728,496.989,-121.098,45.214,496.989
6696.585,-3309.547,496.411,-121.095,45.214,496.411
6723.458,-3309.366,496.818,-121.093,45.214,496.818
6750.499,-3309.182,495.172,-121.091,45.214,495.172
6777.541,-3308.998,490.045,-121.089,45.214,490.045
6804.413,-3308.814,479.770,-121.087,45.214,479.770
6831.286,-3308.629,486.823,-121.084,45.214,486.823
6858.327,-3308.443,481.060,-121.082,45.214,481.060
6885.200,-3308.257,434.417,-121.080,45.214,434.417
-6884.934,-3269.872,500.518,-122.200,45.216,500.518
-6858.062,-3270.058,523.310,-122.198,45.216,523.310
-6831.022,-3270.244,528.574,-122.196,45.216,528.574
-6804.149,-3270.429,538.830,-122.193,45.216,538.830
-6777.278,-3270.613,551.183,-122.191,45.216,551.183
-6750.238,-3270.797,547.658,-122.189,45.216,547.658
-6723.199,-3270.980,566.728,-122.187,45.216,566.728
-6696.326,-3271.162,569.030,-122.185,45.216,569.030
-6669.454,-3271.343,585.481,-122.182,45.216,585.481
-6642.414,-3271.524,609.648,-122.180,45.216,609.648
-6615.542,-3271.704,617.771,-122.178,45.216,617.771
-6588.503,-3271.884,631.545,-122.176,45.216,631.545
-6561.630,-3272.062,647.438,-122.174,45.216,647.438
-6534.591,-3272.240,652.596,-122.172,45.216,652.596
-6507.718,-3272.417,653.244,-122.169,45.216,653.244
-6480.847,-3272.593,670.966,-122.167,45.216,670.966
-6453.807,-3272.769,700.062,-122.165,45.216,700.062
-6426.935,-3272.943,719.565,-122.163,45.216,719.565
-6399.895,-3273.118,729.430,-122.161,45.216,729.430
-6373.022,-3273.291,728.873,-122.158,45.216,728.873
-6345.983,-3273.464,723.610,-122.156,45.216,723.610
-6319.111,-3273.635,706.441,-122.154,45.216,706.441
-6292.071,-3273.807,694.851,-122.152,45.216,694.851
-6265.199,-3273.977,699.480,-122.150,45.216,699.480
-6238.159,-3274.148,708.349,-122.147,45.216,708.349
-6211.287,-3274.316,726.364,-122.145,45.216,726.364
-6184.416,-3274.484,746.266,-122.143,45.216,746.266
-6157.375,-3274.652,761.876,-122.141,45.216,761.876
-6130.503,-3274.818,777.812,-122.139,45.216,777.812
-6103.464,-3274.985,781.589,-122.136,45.216,781.589
-6076.592,-3275.150,785.906,-122.134,45.216,785.906
-6049.552,-3275.315,797.612,-122.132,45.216,797.612
-6022.680,-3275.479,804.289,-122.130,45.216,804.289
-5995.808,-3275.641,809.020,-122.128,45.216,809.020
-5968.768,-3275.804,815.644,-122.125,45.216,815.644
-5941.728,-3275.967,813.387,-122.123,45.216,813.387
-5914.856,-3276.127,788.435,-122.121,45.216,788.435
-5887.984,-3276.287,747.291,-122.119,45.216,747.291
-5860.944,-3276.447,732.365,-122.117,45.216,732.365
-5834.072,-3276.605,725.388,-122.115,45.216,725.388
-5807.032,-3276.764,759.740,-122.112,45.216,759.740
-5780.160,-3276.921,800.930,-122.110,45.216,800.930
-5753.121,-3277.078,841.672,-122.108,45.216,841.672
-5726.248,-3277.233,894.757,-122.106,45.216,894.757
-5699.376,-3277.388,921.713,-122.104,45.216,921.713
-5672.336,-3277.543,881.354,-122.101,45.216,881.354
-5645.465,-3277.696,850.508,-122.099,45.216,850.508
-5618.425,-3277.850,891.674,-122.097,45.216,891.674
-5591.553,-3278.001,879.088,-122.095,45.216,879.088
-5564.513,-3278.153,899.752,-122.093,45.216,899.752
-5537.641,-3278.304,928.130,-122.090,45.216,928.130
-5510.769,-3278.453,926.656,-122.088,45.216,926.656
-5483.729,-3278.603,933.249,-122.086,45.216,933.249
-5456.689,-3278.752,949.178,-122.084,45.216,949.178
-5429.817,-3278.899,970.174,-122.082,45.216,970.174
-5402.945,-3279.046,1009.168,-122.079,45.216,1009.168
-5375.905,-3279.193,1051.849,-122.077,45.216,1051.849
-5349.034,-3279.338,1069.768,-122.075,45.216,1069.768
-5321.994,-3279.483,1072.023,-122.073,45.216,1072.023
-5295.121,-3279.627,1081.691,-122.071,45.216,1081.691
-5268.082,-3279.771,1109.792,-122.068,45.216,1109.792
-5241.209,-3279.913,1151.390,-122.066,45.216,1151.390
-5214.337,-3280.055,1199.407,-122.064,45.216,1199.407
-5187.298,-3280.197,1255.315,-122.062,45.216,1255.315
-5160.425,-3280.337,1305.914,-122.060,45.216,1305.914
-5133.386,-3280.477,1332.428,-122.058,45.216,1332.428
-5106.513,-3280.615,1357.453,-122.055,45.216,1357.453
-5079.474,-3280.754,1366.093,-122.053,45.216,1366.093
-5052.602,-3280.891,1329.818,-122.051,45.216,1329.818
-5025.730,-3281.028,1285.104,-122.049,45.216,1285.104
-4998.690,-3281.165,1251.187,-122.047,45.216,1251.187
-4971.650,-3281.300,1231.891,-122.044,45.216,1231.891
-4944.778,-3281.435,1227.883,-122.042,45.216,1227.883
-4917.906,-3281.568,1227.371,-122.040,45.216,1227.371
-4890.866,-3281.702,1208.476,-122.038,45.216,1208.476
-4863.994,-3281.833,1181.587,-122.036,45.216,1181.587
-4836.954,-3281.966,1148.076,-122.033,45.216,1148.076
-4810.083,-3282.096,1130.667,-122.031,45.216,1130.667
-4783.042,-3282.227,1129.250,-122.029,45.216,1129.250
